line	text
68	"قامت حور بدلت هدومها و لبست فستان ازرق طويل و بكم و لمت شعرها الاعلي علي هيئة وذيل حصان و لبست حذاء رياضي
"
69	"حور: انا جهزة يلا مها
"
70	"مها: وه وه اده كله ايه الچمال ده كل حاچة تلبسيها ليجه عليكي
"
71	"حور: شكرا يا مها عيونك انتي حلوين يلا بينا
"
72	"خرجت حور ومها دون أن تخبر حور جاسر أنها خارجة نزلو علي قرية و إشترو كل احتياجاتهم و قاعدو يشربون قهوة برفقت عمار الذي عرف بمجءهم و أحدها فرصة يقابل مها.
"
73	"ثم اقترحت مها علي حور أن تأخذها معاها تعرفها علي امها سعدت حور جداا ووفقت علي طول
"
74	"ذهبا كل من مها وحور علي بيت دهب خالت جاسىر
"
75	"دهب: اهلا بيكي يا مرت الغالي كيفك
"
76	"حور: اهلا بيكي يا طنط انا كان نفسي اشوفك من زمان من كلام مها عنك
"
77	"دهب: يا جلبي شكلك بنت ناس جوليلي بجي ااحاچة فضيلة عاملة معاكي اية
"
78	"حور: لا طيبة جدا و بتاعملني كويس قوي
"
79	"مها: اباي يا امي مش حتشوفينا حناكل و لا نشرب.
"
80	"دهب: وه كيف عاد الوكل جاهز اه يلا عملك وأكل عتاكلي صوابعك وراه
"
81	"حور: وانا جعانه جداا ومس حكسفك
"
82	"دهب: يلا اتفضلو
"
83	"جلستو يأكلو وحور مستمتعة للدفء اللي في عيلة دي و البيت مليان حياة وحب، لحظات و الباب خبط.
"
84	"مها: ياتري مين چاي وحماته بتحبه
"
85	"دهب افتحي يا لمضة وكفياكي حديت ماسخ
"
86	"فتح مها الباب: جاسر واد خالتي عندينا يا مرحبا يا مرحبا
"
87	"شدها جاسر من ودنها، انتي مش حتبطلي شقاوة
"
88	"دخل جاسر و مركز عنية علي حور بغضب ثم انتبه على صوت خالته
"
89	"دهب: كيفك يا ولدي بحالي كتير مشفتاكش
"
90	"ذهب جاسىر يبوس يد خالته ثم قال
"
91	"جاسر: مشاغل واللهي يا خالتي معلهش وانا زعلان منك انت ازاي مجتيش امبارح كتب كتابي.
"
92	"دهب: معلهش يا ولدي انا خابر زين الظروف واني معينفعش ادله الجصر، بس اني فرحنالك جوي زين ما اخترت زينت البنته، كنت ماسكة جلبي بيدي احسن تتجوز المحروجة ام اربعه وأربعين،.
"
93	"ضحك جاسر علي كلام خالتو، ثم وقف، اية مش يلا بقي ياحور الوقت اتاخر
"
94	"دهب: اباي لسة ماكلتش دي كانت جعانه
"
95	"حور: شكرا يا خالتي انا شبعت يلا يا جاسر
"
96	"سلمت حور علي دهب ووعدتها انها حتزورها تاني، ثم سلمت علي مها ومالت عليها، ربنا يستر شكلها مش حتعدي علي خير شايف شكله شبه التنين بيطلع نار من بقه ووجدانه
"
97	"ضحكت مها، جلبي عندك ربنا معاكي و يتولاكي
"
98	"خرجت حور مع جاسر في صمت تام.
"
99	"ركبت بجانبه السيارة ولم يتحدث طول الطريق صامت
"
100	"ارعب حور صمت التام
"
101	"دخلو من بوابة القصر نزلت حور لداخل القصر وقبل أن تدخل سحبها جاسر نحو الجناح عنده ولم يتكلم نصف كلمة
"
102	"جذبها بشده للداخل مع رعب حور
"
103	"حور جاسر انت اتجننت انت بتعمل ايه وجايبني هنا ليه.
"
104	"جاسر: مش عاوز اسمعلك نفس تخرصي خالص و سبيني دلوقتي علشان بحاول اسيطر علي غضبي علشان لو سبت نفسي لغضبي حموتك مكانك فاهمه حسك ده مسمعوووش، جلس جاسر علي كنبة يهدي من نفسة إلى أن جلست حور علي كرسي أمامة وقلبها يخفق بشدة من الخوف، فقد قررت قطع الصمت.
"
105	"حور: جاسر في ايه ايه اللي معصبك قوي كده
"
106	"جاسر: انتي عبيطة ولا بتستعبطي مش عارفه اية اللي معصبني انا قلتلك الف مرة متخطيش عتبه الزززززفت غير. متقوليلي ده كان قبل مبقي زفت جوزك، نيلتيها اكتر. بعد ما بقيتي مراتي النفس ميخرجش منك غير باذن مني، لو قلتلك متتنفسيش تكتمي نفسك، فاهمة قالها بصياح مما جعل قلبها ينخلع من مكانه،.
"
107	"انا ممكن اعرف حضرت البرنسيسه كانت في أنه داهيه من غير إذن خيال مقاته اللي متجوزاه.
"
108	"حور: بتلجلج ا ا ن، نا. انا خرج ججبت مع مها
"
109	"جاسر: بصياح اتكلمي عدل مش فاهم حاجة انطقي
"
110	"حور: بعياط مكتوم كنت مع مها بنشتري هدوم علشان لبسي كله مش بيعجبك فنزلنا نجيب لبس جديد.
"
111	"جاسر: ومقولتيش لية انك نازلة
"
112	"حور: انا قلت إن مافيش حاجة مهمة علشان اقولك عليها انا نزله اشتري هدوم مش افتح عكه. يعني مش مستهله إذن،.
"
113	"جاسر وقد استشاط غيظا، حور انعدلي في كلام اخر مرة تخرجي من غير إذن
"
114	"قطع كلامهم طرقات عالية علي الباب
"
115	"فتح الباب مسرعا
"
116	"قال: داليا خير في ايه نظرت داليا لحور باستغراب
"
117	".
"
118	"قالت داليا: هو انتي مش صابرة لحد معاد فرح، بجحه بجد اللي اختشو ماتو
"
119	"جاسر: داليا انتي جاية لية و بتخبطي كده ليه
"
120	"داليا: وة وه نسيت عاد جدتي تعبت وكنت چاية اندهك و معرفش أن سنيورو حداد.
"
121	"زقها جاسر ون يسمع باقي كلامها و جري هو وحور إلى غرفة الجدة
"
122	"جرت حور تقيس الضغط و النبض و تعطيها دواء بتاعه لقد عدا موعد دواءها مما سبب في انتكاسات صحتها.
"
123	"أعطت حور علاج الجدة وجلست منتظرة حتى فاقت
"
124	"جاسر: خضتينا عليكي يا جدتي
"
125	"الجدة بصوت ضعيف: متخفش يا حبيبي انا زينه
"
126	"نظر جاسر بغض نحو حور وقال معلش يا جدتي حاخد حور دقيقه ورجعهالك
"
127	"مسك حور من يدها بقوة و شدها للخارج فضل ماسك بمعصم يدها بعثرة كلمات ي يده وهو تتاوي.
"
128	"جاسر بغضب: انتي شكلك نسيتي انتي جاية هنا ليه انتي هنا خدامة و حتفضلي خدامة فاااامه مش معني أن احنا انزفتنا يبقي تنسي انت هنا ليه، انتي عقابا ليكي حتنفضلي علي كرسي جمب جدتي لصبح حسك عينك اسمع انك رحتي الجناح بتاعك حههبب عشتك.
"
129	"حور: بطل تتكلم معايا بالاسلوب ده وانا مش خادمة عند حد انا حور ماجد يا جاسر بيه و اذا كنت حقعد جنب جدتك ده في صميم شغلي مش علشان حضرتك أمرت بكده أو عقاب محدش بيتعاقب بشغله يا جاسر بيه.
"
130	"جاسر: بصي انا مش فائق خالص للحوارت بتاعتك دي اللي اعرفه متتحركيش من قدامها النهارده فاهمة.
"
131	"حور: مردتش عليه و سحبت الكرسي و قاعده جنب
"
132	"الجده تتابعها..
"
133	"طول الليل و حور متابعة حالة الجدة، غصب عنها نامت علي الكرسي. من تعب و هي كمان ما اكلتش حاجة طول نهار
"
134	".
"
135	"ذهب جاسر للاطمئنان على صحة جدته دخل غرفة لقي حور نايمة و شعرها منسدل علي وجهها فصل جاسر باصص لوجه حور يتأمل جمال وجهها ورقتها و تذكر كلام خالته أنها كانت جعانه،.
"
136	"ذهب جاسر للمطبخ واعد بعض سندوتشات و كوب لبن، ودخل غرفة الجدة، صحا حور
"
137	"جاسر: حور، حور، حور اصحي
"
138	"فاقت حور ببطء
"
139	"حور: خير يا جاسر في ايه جدتي جرلها حاجة
"
140	"جاسر: اهدي شوية مافيش حاجه انا بس جايبلك اكل علشان انتي مما اكلتيش حاجه خالص انهاردة.
"
141	"حور: شكرا انا فعلا جعانه قوي، شكرا لاهتمامك.
"
1	"مر اسبوع كامل بعد آخر لقاء بينهم ولكن في كل مرة قلبها يرتجف خوفا من أن تلاقاه ولو صدفه فهي وتتحاشي لقاءة.
"
2	"فهيا قد بداءت تنشغل بيه وهذا ما يؤلمها لأنها قررت قبل المجيء إلى هنا أنها سوف تقفل باب قلبها و لن تسمح لأحد المرور داخله، ولكن قلبها كسر كل الحصون و القواعد وعاد يتمرد عليها لقد فتح بابه من جديد لقد عاد إليه النبض بداء يدق و بشده ولكن الدق مختلف عن المرة السابقة، أنه يكاد أن ينتزع من مكانه لذلك قررت حور الابتعاد عن جاسر ايوة جاسر فهو احتل قلبها و كيانها و تسرب إلى الوريد يمشي مع دماءها، ولكن متي و اين لاتعلم!
"
3	"لقد رأت الكره في عينية وهو يخرج بالأمس من غرفه جدته، كانت حور ترتب الازهار في مدخل القصر، عندما رأته يخرج كالثور الهائج اصطدم بباقة الورد وهو في طريقه خرج و لم يعتذر.
"
4	"قالت حور في نفسها: . ياتري ايه اللي معصبه قوي كدا؟ ,ولية بيبص عليها بكره قوي كده، انا مش عارفه انا عملت ايه مخليه مش طايقني كده.
"
5	"للحظات ققرت تلحق به وتتطلب منه إيضاحا ولكنها خافت من تفجير غضبه وتلقي مزيدا من الذل.
"
6	"فقد قررت أن تكشف السر بدون مساعدة أحد. خطر ببالها أن تترك كل شيء و ترجع قاهرة لحياتها و بيتها و غرفتها التي افتقدها كتير ولكن هي لا تريد الرجوع إلى هذا المشفي لا تريد أن تلتقي بلادي و كمان كلام ولدتها وأنها سوف تذكرها كل يوم أنها خسرته وهي السبب و أنها ينجلب المشاكل. لذلك قررت الرجوع عن قرارها و البقاء هنا بعيده عن وجع الدماغ..
"
7	"قالت لنفسها: انا حشوف شغلي وماليش دعوة هو بيفكر فيا ازاي أو شايفني ازاي
"
8	"في اليوم التالي قررت تنزل القرية المجاورة تتفرج عليها، وتشتري بطاقات بريدية تبعتها لصديقتها ريم فهي تعشق البطاقات بشده...
"
9	"احتارت في الاختيار، فتدخل شاب يقف خلفها لمساعدتها، ومن ملابسة عرفت أنه ضيف هنا وليس من أهل البلد وهو لاحظ أيضا أنها غريبة عن البلد
"
10	"فقال الشاب: ,ممكن اسعدك تختاري.
"
11	"التفتت إليه وقالت شكرا. انا بس كنت محتارة اخد أنه واه وخلاص اخترت
"
12	"قال الشاب: ,وهو يمد يده السلام انا اسمي عمار وجي هنا اجازة عند اختي، . جوز اختي من هنا
"
13	"مدت يدها تسلم علي الشاب: , اتشرف بمعرفتك، اسمي حور
"
14	"ف
"
15	"قال انتي قاعده هنا في أي فندق
"
16	"حور: لا انا قاعده في قصر الانصاري وانت
"
17	"الشاب: انا قاعد في بيت اختي هي وجوزها بيعيشو هنا في مزرعة وصغير. علي أراضي عيلة الأنصاري.
"
18	"عشرين مزرعة تقريبا يستأجر ها ناس زي جوز اختي يشتغلون فيها و كلها ملك عائلة الأنصار، و يشتغلون في تجارة الماشية و الخيول و عندهم مصانع جلود و ألبان ومصانع علف وتقريبا هما مشغلين نص البلد في أملاكهم..
"
19	"لاحظ الشاب أنه اثار فصولها، فابتسم و دعاها لتناول قهوة في أي مكان
"
20	"حور: قبل أن تجيب فكرت قليلا خوفا من معرفة جاسر و لكنها في النهاية وافقت
"
21	"وصلا إلى ساحة القرية وهما يتبادلان الحديث، ولكن عيون كل ما بلقرية عليهم لأنهم مخالفون بعدات القرية
"
22	"ذهبا إلى مطعم الفندق وجلست حول طاولة قريبة من الباب. وبعد أن طلبو القهوة و الحلوي.
"
23	"قال الشاب: انتي شغالة في قصر الانصاري ايه
"
24	"حور، : انا دكتورة مدام فاضيلة، انت قاعد هنا قد اية
"
25	"قال الشاب: تقريبا شهر
"
26	"الشاب لطيف بس هل من المفروض أن تثق فيه للسرعة دي
"
27	"قال الشاب: انتي تعرفي أن السيده فاضيلة مليونيرة
"
28	"حور، : بصراحة متوقعتش أنها بلثراء الفاحش ده.
"
29	"قال: هي اتنازلت عن نص ثروتها جاسر الانصاري بعد موت و الدية هي كانت بتحب والدت جاسر قوي، ولكن بنتها التانية خرجتها من حياتها خالص لأن بنتها صممت أن تتجوز مهندس شغال عندهم في المصنع و العيلة كلها اعترضت علشان هو طبعا مش من مستواهم، ومن ساعتها وهما مخرجنها من حياتهم و بنتهم عايشة في بيت بسيط في مزرعة علي طرف البلد..
"
30	"شردت حور في مدام فاضيلة، ازاي هي بتديها كل الفلوس دي من غير شغل، وحرمت بنتها من الميراث و سيباها قاعده في بيت بسيط جداا وهي عايشة في قصر..
"
31	"فاقت من شروها وقالت: طايب لية جاسر ما يسعدهاش
"
32	"قال: لا جاسر بيه حاول يساعدها كتير بس جوزها هو اللي بيرفض. بس هي بنتهم وحاسة أن من حقها تاخد جزء من الثروة دي علشان بنتها عاوزة تعيشها في مستوي احسن.
"
33	"أحست حور أنها اتسرعت و قبلت دعوة الغريب لكن هي كانت بحاجة إلى صديق لا منذو مجاءها من قاهرة وهي لم تتكلم مع أحد..
"
34	"رجعت حور القصر فور وصولها أحست بحاجة غريبة
"
35	"قبلت هنية،
"
36	"قالت حور: في ايه يا خاله هنية اللي بيحصل
"
37	"قالت هنية: مخبراش بس الوضع بيقول أنه في مصيبة كبيرة بتحصل الحاچة طلبت المحامي ياجي هنا و جعدت معاه افتكر أنها حتغيىر وصيتها،.
"
38	"قال حور: مش معني أن المحامي جالها يلقي حتغيىر وصيتها يمكن عاوزاه في حاجة تانية.
"
39	"هنية: لاع كان جاسر بيه عنديها عشية وكانت غضبانه منه و هددته وقالتلو لو معلش اللي هيا عاوزاه حتحرمو من كل حاچة.
"
40	"انا مجلتش حاجة يابنتي اياكي تجولي الحديت ده جدام حد وبخصوص العقربتين داليا و امها
"
41	"لو سمعت الحاچة اني جلت حتقطع خبري
"
42	"قالت حور بابتسامة: متخافيش يا خاله مش حقول لحد خالص.
"
43	"فكرت حور بتقديم استقالتها والاعتذار من الجده أنها حتسيب الشغل، ولكن هي مالها و مال الوصية اكيد الموضوع ميخصهاش. نفضضت كلام من دماغها
"
44	"ودخلت لكي تطمئن علي الجده..
"
45	"تفاجأت حور بابتسامة الجدة المليئة بالحب. وكانت ترتدي ملابس أنيقة كالعاده. و تلبس إيشارب وعلقت علية بروش ذهبي مزين بالماس.
"
46	"اعجبت حور بأناقة الجدة و جمال البروش
"
47	"قالت الجده: عجبك البروش دا من الماس
"
48	"قالت: بصراحة تحفة جداا.
"
49	"قال الجده و الدموع في عينيها: كنا عاوزة اقدمه لبنتي ام جاسر
"
50	"بس انا بقدمهولك انتي، خديه هدية علشانك.
"
51	"صعقت حور من كلام الجده واعترضت تمام ورفضت الهدية
"
52	"قالت الجده: حور انا مبحبش حد يعترض علي حاجة بقولها
"
53	"قطعتها حور: لا انا مش ممكن اقبل حاجة زي كده
"
54	"صاحت الجده غاضبة: انا امرك تاخديه. ويلا تعالي اقريلي شوية
"
55	"قالت حور: مدام فاضيلة أن مستحيل اقبل حاجة منك زي كده ورجعت حور البروش.
"
56	"اخدت الجده البروش و قالت أنا حعرف ازاي اخليكي تغيري رايك وتاخدي تعالي دلوقتي اقريلي شوية
"
57	"اطاعتها حور و فكرها مشوش صحيح البروش ده بلنسبة لكمية المجوهرات اللي عندها لا يمثل قيمة كبيرة. ولكنها التفهم لماذا الإصرار علي تقديمه لها
"
58	"ليه معطتهوش داليا مثلا ف داليا حفيدتها...
"
59	"ختمموقف مدام فاضيلة معاها يخفي سراا كبير.
"
60	"تذكرت فادي. هو السبب في كل ده وكان العالم متفق ضدها، ، وهي عمرها ما اهتمت بلمكسب المادي فهي من عيلة ثرية ولكن طبعا ليس بثراء عائلة الأنصاري، ولكن لم تهتم يوما للمال في عندها بطاقات الائتمان كتيىر و لم تستخدمها منذو قدومها هنا...
"
61	"هي كل ما تطلبه رجل يحبها بصدق.
"
62	"خرجت حور لتسنشق الهواء في الحديقة اتفجاءة بجاسر أمامها امسك يدها و أخدها لجانب بعيد في حديقة وقال بغضب: هو انا حقول كلم مرة تغيري لبسك ده ولا انتي معجبه بكل واحد بيبص عليكي
"
63	"وآية عرفك بعمار و مين سمحلك تخرجي برا باب القصر
"
64	"انا مش نبهت عليكي قولتلك طول ما انتي هنا مسؤلة مني. و انتي كل ماشوفي راجل غريب تقعدي تشربي معاه القهوة عادي، انتي سهلة قوي كده وانا معرفش.
"
65	"وقرب منها يلتقط شفتهايها. طبعا مجتش عليا علي الاقل انا أولي من الغريب،
"
66	"و فجأة رفعت حور يدها و هوت علي وجه بعنف
"
67	"استشاط،! غضبا و امسك علي يدها بقوة حظك انك واحده ست غوري من وشي علشان انا مش مسؤول عن اللي حيجرلك و القلم ده حردهولك عشرة بس الصبر حلو. غوري. سبها هو واختفي.
"
1	"فادي: المهم انا عاوز اقبلك ضروري و لازم تسمعي كل اللي حقولك عليه مش عاوز غلط.
"
2	"داليا: ماشي اتفجنا حتدلي بكره مصر
"
3	"في صباح اليوم التالي
"
4	"ذهبت حور لشغلها في المشفي كان عندها مرور علي أحد المرضي التي تتابع حالته دخلت عليها ممرضة.
"
5	"ممرضة: دكتورة حور المدير عاوزك
"
6	"حور خير في ايه
"
7	"ممرضة مش عرفة
"
8	"ذهبت حور المدير.
"
9	"المدير دكتورة حور اتفضلي
"
10	"حور: خير حضرتك طلبتي
"
11	"المدير: ايوة احنا عندنا عجز في دكاترة و انا عطيتك شفت زياده علشان نوفي العجز ده.
"
12	"حور: بس مينفعش انا مقدرش اشتغل شفت زياده انا من غير حاجة بروح متأخرة شفت زياده ايه حبات هنا بقي
"
13	"المدير: ده شغل مش هزار و طلما التزامتي بلشغل يبقي الشغل هو اللي بيفرد الأوليات. واتفضلي يلا علي شغلك.
"
14	"ذهبت حور وهي بتبرطم، فاقت علي صوت هاتفها
"
15	"حور، : الو يا جاسر
"
16	"جاسر، : صوت بنوتي ماله صوتك مش حلو في ايه يا حور
"
17	"حور: مافيش يا جاسر المدير عاوز بديني شفت زياده و لما اعترضت قاعد يزعق
"
18	"جاسر: زعق لمين انطقي دا ليله امه سودا اقفلي انا جاي
"
19	"حور: جاسر جاسر. فقد اغلق جاسر الخط
"
20	"جاء جاسر غاضب المشفي قاصد مكتب مدير
"
21	"المدير: اهلا جاسر باشا شرفت
"
22	"جاسر بوجه عابس، هو انت اتكلمت مع دكتورة حور في شفت زياده.
"
23	"المدير: ايوة فعلا شكلها دكتورة مدلعة، يعني ايه اطلب منها شفت زياده و تعترض انا عاملك خاطر علشان هي جاية تبعك لنا كنت نزلتها 3شفت أو كنت رفتها، انا حخصم منها أسبوع دلعها ده.
"
24	"خبط جاسر بيده علي مكتب أفزع المدير: هي مين اللي ترفدها، انت مش عارف دي مين
"
25	"المدير: لاء بس حتكون مين اكيد بنت واحدة من اللي بخدمو عندكم في قصر
"
26	"جاسر: قلب مكتب بكل اللي عاليه هي مين بت خدامة فوق، وقوم اقف و انت بتكلمني حور دي صاحب المستشفى اللي انت ماسك إدارتها يعني هي اللي مشغالك عندها!
"
27	"مش انت اللي مشغلها، حور مراتي و انا مسمحش لحد يهنها مهما كان اعتبر نفسك مرفوض.
"
28	"المدير: واللهي ياجاسر باشا ما كنتش اعرف انها مرات حضرتك، انا عندي عجز في دكاترة و قلت انزلها شفت كمان
"
29	"جاسر: حتى لو مش مراتي مين قال إن في إنسان طبيعي بيشتغل كل عدد ساعات الشغل دي متتكلم بعقل.
"
30	"ذهب جاسر لحور وجدها تبكي.
"
31	"جاسر,: حور انتي بتعيطي ليه افهم
"
32	"حور: صوتك كان مسمع مستشفي كلها انا اسفة اني عملت كده..
"
33	"جاسر: انتي عملتي اية، مش انتي قلتي اللي حصل، ولا كنتي ناوية تشتغلي شفتين من غير ما تقوليلي، انا كده من غير حاجة مش بشوفك. اوووف انا ماشي علشان متعصبش عليكي.
"
34	"وفي محطة القطار تقابل فادي و داليا
"
35	"فادي: انا لقيت خطة مش حتنزل الأرض
"
36	"داليا: خير قول طوالي
"
37	"فادي: خدي دي الاول
"
38	"داليا: ايه دي دا دواء
"
39	"فادي: اه دي حبوب منع الحمل عاوزك تحطيها في دولاب حور.
"
40	"داليا: كيف انا مينفعش اخش الجناح عنديهم
"
41	"فادي: معرفش اتصرفي وعاوزك كمان تحاولي تخادي موبايل حور ولما تاخديه اتصلي عليا منه فاهمة.
"
42	"داليا: طلباتك واعرة قوي صراحة
"
43	"فادي: لسة عاوزك كمان تحطي ازازة البرفان دي في وسط هدومها
"
44	"داليا: وه وه وه انت داخل بتجلك جوي ايوة كده اللعب حيحلو قشطة عليك
"
45	"فادي: طبعا لما نشتغل تشتغل صح. قوليلي هو نظام شغلها ايه. يعني بتشتغل شفت ليل ولا صبح.
"
46	"داليا: لا صبح جاسر مرضيش بشغل اليل
"
47	"فادي ماشي مش مشكلة يلا سلام وعلي تليفون
"
48	"دخلت حور الجناح بعد عودتها من الشغل و اعتذار المدير لها، وجدت جاسر نايم علي السرير وباصص للسقف
"
49	"حور: السلام عليكم
"
50	"جاسر: وعليكم السلام وعطاها ظهرة ونام
"
51	"جلست حور بجواره وقالت: جاسر جاسر
"
52	"جاسر: نعم خير
"
53	"حور انت زعلان مني
"
54	"جاسر: عاوزة اية يا حور دلوقتي
"
55	"حور: عاوزة حضنك علشان اشتكيك ليه
"
56	"جاسر: قام جاسر من مكانه واخدها جوا حضنه.
"
57	"حور: بصوت باكي مزعلش مني انا مش قصدي ازعلك واللهي، بس هو زعقلي جامد وانا مكنتش عاوزة اقولك علشان متتعصبش.
"
58	"جاسر، : خلاص يا حور محصلش حاجة ثم ضمها اكتر، وقال حور انا عاوزك تعرفي اني انا في ضهرك سندك متخافيش من اي حاجة لازم تيجي تحكيلي عن أي حاجة تخصك، ومتخافيش يا نن عيني من جوا
"
59	"فاقو علي صوت زعيف تحت وأصوات عالية
"
60	"نزل جاسر مسرع ووراه حور.
"
61	"الجده بصوت غاضب جدااا: انا قلتلك لو مصممة علي في دماغك متخطيش باب القصر تاتي، ولو فكراني حبقي عليكي، تبقي غلطانه. انا رميت بنتي زمان و مانزلتليش دمعة، مش حتكوني عندي اغلي من بنتي.
"
62	"مها: ياااه انتي قاسية قوي ياجدتي ده الحديد بيلين عنك، وانا مش عاوزة حاجة من القصر و لا إلى فيه.
"
63	"انا كفايا عليا امي، انتم عايشين في قصر طويل عريض بس بارد، مافيهوش دفا، كل واحد قافل عليه جناحه كأنه مش موجود، تقدري تقوليلي تعرفي ايه عن احفادك امجد وماجد بقالك اد ايه مشفتهمش. فكرتي مرة تسالي هما فين، بلاش داليا بتقعد برا القصر طول اليوم كلفتي خاطرك تسالي هي بتروح فين و انا عمرك سءلتي انا مش باجي عندك ليه..
"
64	"لكن انا عايشة في بيت صغير. صوح بس مليان دفا وحنان مليان حب، حب الكلمة اللي مش موجوده هنا ابويا وامي بيحبو بعض.
"
65	"وانت ياجاسر اللحق انفض بجلدك من القصر ده قبل ميصيبك الجفا اللي فيه، الحق حبك وامشي من هنا. القصر ده مبيحبوش يشوفو حد بيحب أو مبسوط كلهم تماثيل عايشين من غير روح، اسمع مني يا جاسر خد حور وامشي و مش حتكونو مبسوطين هنا امشي قبل ما تصيبك لعنة القصر لعنه الكره اللي محاوطة القصر. الكره في كل حتة الحيطان نفسها كلها كره كرة كره.
"
66	"وسابتهم و جرت خارج القصر
"
67	"جري وراها جاسر و حور
"
68	"جاسر: مها مها. استني انتي يا بت بقولك استني
"
69	"وقفت مها ولم تلتفت ذهب عندها جاسر...
"
70	"في ايه يا مها مش قلنا نصبر...
"
71	"ا
"
72	"مها: انا صبرت بس معرفش مين وصلها خير للموضوع لقتها مشيعالي انهاردة و جيبالي عريس الواد عوض ابن عم حسنين تاجر الجملة بتقولي من عيلة غنية و عندهم اراضي و تجارة، قولتها ده مش بيفك الخط...
"
73	"قالتلي: وآية مشكله المهم أنه غني مش طمعان في الورث كل حاجة الورث الورث الورث انا زهقت يا جاسر
"
74	". تغور الفلوس مش عاوزاها
"
75	"فقلت لها يعني ترفضي مهندس و تقبلي بواحد بيفك الخط، ده كلام ناس عاقله بزمتك ياحور انطقي.
"
76	"سكتت حور ولم ترد
"
77	"قال جاسر: وانتي ناوية تعملي ايه
"
78	"مها: امي وابويا معندهمش مشكلة مع عمار موافقين عليه، عمار هنا بكرو حيجي عندنا نكتب كتاب و ياخدني ونسافر
"
79	"جاسر ماشي يا مها وانا في ضهرك زي مقلتلك بكرة علي المغرب حكون عندك انا و حور منزعليش نفسك انتي اخدتي الخطوة الصح، دي حياتك و محدش حيعشها مكانك
"
80	"ابتسمت حور وحضتن مها وقالت: الف مبروووك يا حببتي ولونك حتوحاشيني قوي
"
81	"رجع جاسر و حور القصر في دخول داليا.
"
82	"جاسر: داليا انتي كنتي فين لحد دلوق
"
83	"داليا وشها جاب كذا لون: كنت عند ملك في ايه ياجاسر هو انت موراكش غيري في جصر ده أنا زهقت عاد اووف
"
84	"وسابتهم و مشت
"
85	"جاسر: . انا مش مطمن للبت دي شكلها بتعمل مصيبة ربنا يستر مش ناقصين
"
86	"وتاني يوم علي المغرب ذهب جاسر و حور إلى بيت الخاله دهب
"
87	"دهب: اهلا وسهلا بالغالين كيفيك يا بنيتي اهلا يابن الغاليه
"
88	"جاسىر: نحمدو يا خالتي انتي كيفك اتوحشتك جوي جوي.
"
89	"دهب: بس يا بكاش لو اتوحشتني كنت سألت بس عذرك حتته السكره اللي معاك
"
90	"حضن جاسر حور من خصرها تسلمي يا خالتي هي فعلا سكره وتتاكل وأكل
"
91	"حور: عيب ياجاسر بقي
"
92	"جاسر: عيب ليه ما اللي يحب يبان في عنية ومدام تحب حتنكر ليه
"
93	"حور: ياسلام يا سلام حد قالك انك مجنون و انا اجن منك راحت حور حضناه قدام الناس اللي قاعده وقلتله مدام تحب حتنكر ليه بحبببببك بحبببك
"
94	"شلها جاسر يا مجنونه.
"
95	"خرجت مها وه عاد ما بزياده بجي حتاكلو مني الجو انا العروسة بجي
"
96	"ضحك الكل عليها
"
97	"و جاء المأذون وعقد قران مها و سط ضحكات حب من الجميع ومباركتهم و فرحة الام و الاب.
"
98	"بعد كتب الكتاب عمار جلس مع جاسر
"
99	"جاسر: مها امانه عندنك لو عرفت انك عزلتها في يوم حتلاقيني فوق راسك مها اصغر واحدة عندنا يعني دلوعتنا كلنا.
"
100	"عمار: جاسر بيه متقلقش محدش بيزعل روحة و مها روحي
"
101	"جاسر: انا كلمت المدير اللي ماسك المشروع بتاعك اصل انا ليا نسبة نص في أرض المشروع هما بينو عليه مستشفي استثماري كبيرة يعني انا شريك في نص المشروع وعندي أحقية رؤساءت الإدارة بس انا مش فاضي سبتها للمدير الموجود..
"
102	"انا كلمته حيديكم؟يلا من بتوع المشروع ووصيت عليك. وخليته يخليك كبير المهندسين
"
103	"عمار: ليه بس دا كله انا عاوز توصل بمجهود ي
"
104	"جاسر: لو انت متستحقش الترقيه مكنتش رقبتك انا سءلت عن شغلك ووعرفت انك شاطر في شغلك انا معنديش واسطة.
"
105	"عمار: شكرا جاسر باشا وانا جميلك ده علي راسي وحردهولك
"
106	"جاسر: رد جميل خالي بالك من مها
"
107	"وقام عمار و مها لتوديع الموجودين وذهبا مع حبهما لجنتهم بعيد عن لعنه القصر و اللي فيه.
"
108	"في نفس الوقت داليا كانت بتحاول تدخل جناح جاسر وحور.
"
1	"في فيلا في ارقي مناطق القاهرة
"
2	"وفي غرفه من غرف الفيلا غرفة اشبه بحديقة حيوان.
"
3	"حيث يوجد بها أكثر من نوع من عصافير الكناري و 4 قطط و سلحفاء
"
4	"تنام بطلتنا ذات 25 ربيعا علي سرير علي هيئة دب. ويوجد علي الحائط ملصقات لصور حيوانات مختلفة.
"
5	"تدخل امراءة في عقدها الرابع وتقول بصوت حنون
"
6	"حور، يا حور يلا بقي اصحي كل ده نوم
"
7	"حور بصوت ناعس: . يووة بقي يا مامي انا مصدقت أن النهارده معنديش شغل بدري شغالة وردية ليل عاوزة انام شوية.
"
8	"الام: ,لا اصحي بقي بباكي تحت مستنيكي علي الفطار يلا قومي.
"
9	"وقبل متنزلي اقفلي باب الاوضة كويس علشان لو لمحت حيوان من دول برا انتي حرا واللهي محيحصل كويس كفايا انا متحملاهم هنا انا مش عارفه انتي عايشة وسط القرف.
"
