line	text	word_order	CODA
35288	هنلقيهم	31	هنلاقيهم
11548	ده	1	ده
11548	اللى	2	اللي
11548	عندى	3	عندي
11548	يا	4	يا
11548	نضال	5	نضال
11548	والا	6	والا
11548	والله	7	والله
11548	اموت	8	اموت
11548	غضبان	9	غضبان
11548	عليك	10	عليك
14106	اه	1	اه
14106	يا	2	يا
14106	كلب	3	كلب
14106	البحر	4	البحر
8090	لا	1	لا
8090	مش	2	مش
8090	هسكت	3	هاسكت
8090	انت	4	انت
8090	جبان	5	جبان
8090	بتختار	6	بتختار
8090	الهروب	7	الهروب
8090	اخوك	8	اخوك
8090	مات	9	مات
8090	لان	10	لان
8090	عمره	11	عمره
8090	انتهى	12	انتهى
8090	ومش	13	ومش
8090	هكدب	14	هاكدب
8090	واقولك	15	واقول
8090	NULL	16	لك
8090	انا	17	انا
8090	حزينة	18	حزينة
8090	عليه	19	عليه
8090	انا	20	انا
8090	حزينة	21	حزينة
8090	عل	22	على
8090	سنين	23	سنين
8090	عمره	24	عمره
8090	اللي	25	اللي
8090	ضيعها	26	ضيعها
8090	عالفاضي	27	على
8090	NULL	28	الفاضي
8090	مع	29	مع
8090	ان	30	ان
8090	ربنا	31	ربنا
8090	اداله	32	ادى 
8090	NULL	33	له
8090	فرصة	34	فرصة
8090	وحياة	35	وحياة
8090	جديدة	36	جديدة
8090	قدر	37	قدر
8090	يبدا	38	يبدأ
8090	ويكون	39	ويكون
8090	عيلة	40	عيلة
8090	ويخلف	41	ويخلف
8090	ومع	42	ومع
8090	ذلك	43	ذلك
8090	صمم	44	صمم
8090	عل	45	على
8090	نهايته	46	نهايته
8090	اللي	47	اللي
8090	ملهاش	48	مالهاش
8090	رجوع	49	رجوع
4840	اوك	1	اوك
4840	ثم	2	ثم
4840	نادا	3	نادى
4840	على	4	على
4840	أحد	5	أحد
4840	الخادمات	6	الخادمات
4840	فجاءت	7	فجاءت
4840	مسرعه	8	مسرعة
4840	إليه	9	إليه
896	عمي	1	عمي
896	لازم	2	لازم
896	تقول	3	تقول
896	هزعل	4	هازعل
32986	انتى	1	انتي
32986	هاتجننينى	2	هتجنيني
32986	يابنت	3	يا 
32986	NULL	4	بنت
32986	انتى	5	انتي
32986	امال	6	امال
32986	تصرفاتك	7	تصرفاتك
32986	دى	8	دي
32986	كلها	9	كلها
32986	معناها	10	معناها
32986	ايه	11	ايه
32986	لما	12	لما
32986	انتى	13	انتي
32986	رافضاه	14	رافضاه
32986	يااختى	15	يا
32986	NULL	16	اختي
32986	ومش	17	ومش
32986	طايقاه	18	طايقاه
17915	مين	1	مين
30267	انا	1	انا
30267	برفع	2	برفع
30267	عادي	3	عادي
575	من	1	من
575	الاخر	2	الاخر
575	مش	3	مش
575	عايز	4	عايز
575	اتجوز	5	اتجوز
20820	طب	1	طب
20820	ممكن	2	ممكن
20820	تهدي	3	تهدي
20820	ومتوترش	4	وما
20820	NULL	5	توترش
20820	نفسك	6	نفسك
20820	علشان	7	علشان
20820	محدش	8	ماحدش
20820	ياخد	9	ياخذ
20820	باله	10	باله
20820	وبالنسبة	11	وبالنسبة
20820	لموضوع	12	لموضوع
20820	إيناس	13	إيناس
20820	ده	14	ده
20820	سيبه	15	سيبيه
20820	عليا	16	عليّ
20820	أنا	17	أنا
20820	هتصل	18	هاتصل
20820	بيها	19	بيها
20820	حالا	20	حالا
20820	وأحاول	21	وأحاول
20820	أفهمها	22	أفهمها
20820	خطورة	23	خطورة
20820	الموقف	24	الموقف
20820	وكمان	25	وكمان
20820	هتصل	26	هاتصل
20820	بماما	27	بماما
20820	واخليها	28	واخليها
20820	تتكلم	29	تتكلم
20820	معاها	30	معاها
20820	وتحاول	31	وتحاول
20820	تهديها	32	تهديها
18630	إيه	1	إيه
18630	يا	2	يا
18630	باشا	3	باشا
18630	نحن	4	نحن
18630	هنا	5	هنا
18630	اللي	6	اللي
18630	واخد	7	واخذ
18630	عقلك	8	عقلك
18630	يا	9	يا
18630	رب	10	رب
18630	ما	11	ما
18630	يتهنى	12	يتهنى
18630	بيه	13	بيه
18630	إلا	14	إلا
18630	لو	15	لو
18630	ساب	16	ساب
18630	لي	17	لي
18630	حتة	18	حتة
18630	صغيرة	19	صغيرة
18630	أد	20	قد
18630	كده	21	كده
9638	طب	1	طب
9638	والله	2	والله
9638	أحلى	3	أحلى
9638	حاجه	4	حاجة
9638	في	5	في
9638	أكلى	6	اكلي
9638	الحرق	7	الحرق
9638	بيديه	8	بيديه
9638	طعم	9	طعم
9638	زى	10	زي
9638	اللحمه	11	اللحمة
9638	المشويه	12	المشوية
9638	عالفحم	13	على 
9638	NULL	14	الفحم
12526	يا	1	يا
12526	روحي	2	روحي
12526	غصب	3	غصب
12526	عني	4	عني
38934	إيييه	1	ايه
38934	عم	2	عم
38934	بتجول	3	بتقول
38934	إيه	4	إيه
38934	يا	5	يا
38934	جدي	6	جدي
38934	رااجل	7	راجل
38934	تاني	8	تاني
50667	ربنا	1	ربنا
50667	يصبر	2	يصبر
50667	قلبها	3	قلبها
50667	ويصبرنا	4	ويصبرنا
50667	جميعأ	5	جميعاً
14644	نوارة	1	نوارة
20939	نعم	1	نعم
20939	الله	2	الله
20939	عليكى	3	عليكي
20939	يا	4	يا
20939	استاذة	5	استاذة
4467	ايه	1	ايه
4467	يا	2	يا
4467	حبيبي	3	حبيبي
39994	يا	1	يا
39994	محرم	2	محرم
39994	بس	3	بس
26552	أنا	1	أنا
26552	مقولتش	2	ما 
26552	NULL	3	قولتش
26552	حاجة	4	حاجة
26552	قولته	5	قولت
26552	NULL	6	له
26552	يبعد	7	يبعد
26552	عني	8	عني
26552	لو	9	لو
26552	أنت	10	أنت
26552	مش	11	مش
26552	متقبل	12	متقبل
26552	وجوده	13	وجوده
26552	بحياتي	14	بحياتي
15070	مش	1	مش
15070	دي	2	دي
15070	زهرة	3	زهرة
15070	بت	4	بت
15070	الدكتور	5	الدكتور
15070	ماجد	6	ماجد
15070	الهواري	7	الهواري
28083	موجود	1	موجود
28083	يا	2	يا
28083	جدي	3	جدي
20361	هو	1	هو
20361	ضربك	2	ضربك
20361	تاني	3	تاني
18221	أني	1	أني
18221	همشي	2	هامشي
18221	من	3	من
18221	هنا	4	هنا
18221	أني	5	أني
18221	هروح	6	هاروح
18221	بيت	7	بيت
18221	دك	8	جدك
18221	الحناوي	9	الحناوي
21689	لينا	1	لينا
21689	انتى	2	انتي
21689	لازم	3	لازم
21689	تبقى	4	تبقى
21689	قوية	5	قوية
21689	لو	6	لو
21689	مش	7	مش
21689	عشانك	8	عشانك
21689	عشان	9	عشان
21689	ولادك	10	ولادك
9256	طب	1	طب
9256	هو	2	هو
9256	أنا	3	أنا
9256	ممكن	4	ممكن
9256	أعمل	5	أعمل
9256	حاجة	6	حاجة
9256	قبل	7	قبل
9256	ما	8	ما
9256	تغيري	9	تغيري
9256	فستانك	10	فستانك
27498	ماتعرفيش	1	ما
27498	NULL	2	تعرفيش
27498	عاوزنى	3	عاوزني
27498	ليه	4	ليه
5064	نيتها	1	نيتها
5064	قماح	2	قماح
29101	طيب	1	طيب
29101	بقى	2	بقى
29101	انا	3	انا
29101	شكلى	4	شكلي
29101	بطرد	5	بطّرد
29101	بالأدب	6	بالأدب
29101	ماااشي	7	ماشي
29101	يا	8	يا
29101	زينبو	9	زينبو
29101	ابقى	10	ابقي
29101	افتكريها	11	افتكريها
26560	انت	1	انت
26560	عملت	2	عملت
26560	ايه	3	ايه
26560	الاول	4	الاول
26560	في	5	في
26560	المعلومات	6	المعلومات
26560	اللي	7	اللي
26560	طلبتها	8	طلبتها
26560	عنه	9	عنه
26694	لا	1	لا
26694	ع	2	على
26694	فكره	3	فكرة
26694	الجو	4	الجو
26694	حلو	5	حلو
49060	وحدي	1	وحدي
49060	الله	2	الله
49060	يا	3	يا
49060	حاجه	4	حجة
49060	كله	5	كله
49060	مقدر	6	مقدر
49060	ومكتوب	7	ومكتوب
49060	نصيبها	8	نصيبها
49060	كده	9	كده
49060	إدعي	10	إدعي
49060	لها	11	لها
49060	إننا	12	إننا
49060	نلحق	13	نلحق
49060	نوقف	14	نوقف
49060	النزيف	15	النزيف
49060	وتقوم	16	وتقوم
49060	بالسلامة	17	بالسلامة
11304	خير	1	خير
11304	يا	2	يا
11304	ولدي	3	ولدي
3900	بتحبني	1	بتحبني
3900	أنا	2	أنا
3900	المفروض	3	المفروض
6863	خلي	1	خلي
6863	بالك	2	بالك
6863	الموضوع	3	الموضوع
6863	حياة	4	حياة
6863	او	5	او
6863	موت	6	موت
6488	اللهم	1	اللهم
6488	امين	2	امين
6488	يا	3	يا
6488	حاة	4	حجة
42089	مراتك	1	مراتك
42089	نبض	2	نبض
42089	اختارت	3	اختارت
42089	المهرة	4	المهرة
42089	دي	5	دي
42089	و	6	NULL
42089	سمتها	7	وسمتها
42089	قدر	8	قدر
5620	على	1	على
5620	العموم	2	العموم
5620	أني	3	أني
5620	هجول	4	هاقول
5620	لدي	5	لجدي
5620	إني	6	إني
5620	موافج	7	موافق
5620	وإنت	8	وإنت
5620	حرة	9	حرة
5620	في	10	في
5620	جرارك	11	قرارك
5620	بس	12	بس
5620	إستحملي	13	إستحملي
5620	بجا	14	بقى
5620	العواقب	15	العواقب
5620	لحالك	16	لحالك
21715	كنت	1	كنت
21715	رايح	2	رايح
21715	بفرحه	3	بفرحة
21715	الدنيا	4	الدنيا
21715	كلها	5	كلها
21715	جوايا	6	جوايّ
21715	كنت	7	كنت
21715	عايزها	8	عايزها
21715	تشوفني	9	تشوفني
21715	واقف	10	واقف
21715	اينعم	11	اينعم
21715	كنت	12	كنت
21715	بعكازات	13	بعكازات
21715	اتنين	14	اتنين
21715	بس	15	بس
21715	واقف	16	واقف
36489	زعلان	1	زعلان
36489	عشان	2	عشان
36489	اتحديتوا	3	اتحديته
36489	جدامهم	4	قدامهم
36489	كلهم	5	كلهم
36489	وجولت	6	وقولت
36489	خطوبه	7	خطوبة
36489	بس	8	بس
4013	عارفة	1	عارفة
4013	أنا	2	أنا
4013	إيه	3	إيه
4013	يا	4	يا
4013	باشا	5	باشا
4013	كتر	6	كتر
4013	خيرك	7	خيرك
4013	إنك	8	إنك
4013	فكرتني	9	فكرتني
4013	برضو	10	برضه
4013	مع	11	مع
4013	إن	12	إن
4013	الواحد	13	الواحد
4013	كان	14	كان
4013	بيحاول	15	بيحاول
4013	ينسى	16	ينسى
31373	هدايه	1	هداية
31373	ممكن	2	ممكن
31373	دقيقه	3	دقيقة
31373	لو	4	لو
31373	سمحتي	5	سمحتي
34400	متنسيش	1	ما 
34400	NULL	2	تنسيش
34400	انك	3	انك
34400	قولتي	4	قولتي
34400	هتتغيري	5	هتتغيري
45185	لا	1	لا
45185	عادي	2	عادي
45185	NULL	1	ايه
6704	اده	2	 ده
6704	أنت	3	أنت
6704	NULL	4	ما
6704	متعرفش	5	 تعرفش
6704	مين	6	مين
6704	رامبو	7	رامبو
6704	رامبو	8	رامبو
6704	ده	9	ده
6704	اجمل	10	اجمل
6704	سلحفاه	11	سلحفاه
6704	تشوفها	12	تشوفها
28197	المرة	1	المرة
28197	السو	2	السو
28197	اللي	3	اللي
28197	إسميها	4	إسميها
28197	كوثر	5	كوثر
28197	إتصلت	6	إتصلت
28197	بيا	7	بيا
28197	دالوك	8	دلوق
28197	وشندلتني	9	وشندلتني
28197	بسبب	10	بسبب
28197	موضوع	11	موضوع
28197	فسخ	12	فسخ
28197	خطوبة	13	خطوبة
28197	قاسم	14	قاسم
28197	لبتها	15	لبنتها
28197	وهددتني	16	وهددتني
28197	وجالت	17	وقالت
28197	لي	18	لي
28197	إن	19	إن
28197	لو	20	لو
28197	إنت	21	إنت
28197	وقاسم	22	وقاسم
28197	ما	23	ما
28197	روحتولهاش	24	رحتولهاش
28197	بكرة	25	بكرة
28197	وطمنتوها	26	وطمنتوها
28197	إن	27	إن
28197	الفرح	28	الفرح
28197	هيتم	29	هيتم
28197	يوم	30	يوم
28197	الخميس	31	الخميس
28197	الاي	32	اللي
28197	حسب	33	حسب
28197	الإتفاج	34	الاتفاق
28197	الجديم	35	القديم
44557	كله	1	كله
44557	الا	2	إلّا
44557	دي	3	دي
44557	يا	4	يا
44557	عمي	5	عمي
44557	فاهم	6	فاهم
44557	خديجة	7	خديجة
44557	خط	8	خط
44557	احمر	9	احمر
44557	هيبقا	10	هيبقى
44557	ليا	11	ليّ
44557	تصرف	12	تصرف
44557	تاني	13	تاني
44557	ومش	14	ومش
44557	هيهمني	15	هيهمني
44557	حد	16	حد
44557	فاهم	17	فاهم
19182	علشان	1	علشان
19182	كده	2	كده
19182	انا	3	انا
19182	خليت	4	خليت
19182	اخواتي	5	اخواتي
19182	الرجالة	6	الرجالة
19182	يدخلو	7	يدخلوا
19182	الانتخابات	8	الانتخابات
19182	علشان	9	علشان
19182	NULL	10	ما
19182	ميجيش	11	 يجيش
19182	اليوم	12	اليوم
19182	اللي	13	اللي
19182	يقفو	14	يقفوا
19182	فيه	15	فيه
19182	قدامي	16	قدامي
19182	ويقلولي	17	ويقولوا
19182	NULL	18	لي
19182	انى	19	إني
19182	ظلمتهم	20	ظلمتهم
19182	وقللت	21	وقللت
19182	منهم	22	منهم
19182	علشان	23	علشان
19182	خلاص	24	خلاص
19182	كل	25	كل
19182	واحد	26	واحد
19182	فيهم	27	فيهم
19182	كبر	28	كبر
19182	و	29	NULL
19182	تجوز	30	واتجوز
19182	وهيبقي	31	وهيبقي
19182	اب	32	اب
19182	مش	33	مش
19182	عاوزة	34	عاوزة
19182	يوم	35	يوم
19182	يقفو	36	يقفوا
19182	قدامي	37	قدامي
19182	وشوفي	38	وشوفي
19182	نظرة	39	نظرة
19182	الكره	40	الكره
19182	عوزة	41	عاوزة
19182	أفضل	42	أفضل
19182	الشمس	43	الشمس
19182	الحامية	44	الحامية
19182	اللي	45	اللي
19182	بتحمي	46	بتحمي
19182	و	47	NULL
19182	دفئ	48	ودفئ
19182	قلوبهم	49	قلوبهم
19182	قبل	50	قبل
19182	جسمهم	51	جسمهم
19182	انا	52	انا
19182	مش	53	مش
19182	هفضل	54	هافضل
19182	طول	55	طول
19182	عمري	56	عمري
19182	اوجهم	57	اوجههم
19182	انا	58	انا
19182	عوزة	59	عاوزة
19182	اكون	60	اكون
19182	المرشد	61	المرشد
19182	اللي	62	اللي
19182	يستعينه	63	يستعينوا
19182	بيه	64	بيه
19182	في	65	في
19182	اي	66	اي
19182	وقت	67	وقت
19182	مش	68	مش
19182	عوزاهم	69	عاوزاهم
19182	يمشو	70	يمشوا
19182	من	71	من
19182	دماغهم	72	دماغهم
19182	مش	73	مش
19182	عوزة	74	عاوزة
19182	حد	75	حد
19182	يملئ	76	يملئ
19182	راسهم	77	راسهم
19182	بافكار	78	بافكار
19182	غلط	79	غلط
5980	ديما	1	ديما
5980	زينة	2	زينة
5980	البنات	3	البنات
19807	همتعك	1	هامتعك
2308	طيب	1	طيب
2308	يا	2	يا
2308	حبيبي	3	حبيبي
2308	انا	4	انا
2308	عندي	5	عندي
2308	مجموعه	6	مجموعة
2308	محلات	7	محلات
2308	جنب	8	جنب
2308	بعض	9	بعض
2308	عايزه	10	عايزة
2308	افتحهم	11	افتحهم
2308	كلهم	12	كلهم
2308	علي	13	على
2308	بعض	14	بعض
2308	واعملها	15	واعملها
2308	صيدليه	16	صيدلية
16732	يلا	1	يلا
16732	منك	2	منك
16732	ليها	3	ليها
16732	علي	4	على
16732	المطبخ	5	المطبخ
16732	جهزوا	6	جهزوا
16732	الغداء	7	الغداء
16732	رعد	8	رعد
16732	جاي	9	جاي
16732	النهاردة	10	النهاردة
32691	وانا	1	وانا
32691	ضربتها	2	ضربتها
32691	ليه	3	ليه
32691	مش	4	مش
32691	لما	5	لما
32691	جلت	6	قلت
32691	ادبها	7	ادبها
32691	عليا	8	عليّ
26972	ادهم	1	أدهم
26972	مش	2	مش
26972	ناقصك	3	ناقصك
41859	لا	1	لا
41859	عادي	2	عادي
41859	اخباركوا	3	اخباركوا
41859	ايه	4	ايه
41859	وحشتوني	5	وحشتوني
24484	بجد	1	بجد
24484	ورا	2	ورا
24484	الشمس	3	الشمس
24484	اللى	4	اللي
24484	هو	5	هو
24484	فين	6	فين
24484	ده	7	ده
24484	طب	8	طب
24484	بما	9	بما
24484	انك	10	انك
24484	واصلة	11	واصلة
24484	قووى	12	قوي
24484	كده	13	كده
24484	ممكن	14	ممكن
24484	اختار	15	اختار
24484	المكان	16	المكان
24484	اللى	17	اللي
24484	احبه	18	احبه
24484	بعد	19	بعد
24484	اذن	20	اذن
24484	سعادتك	21	سعادتك
24484	عشان	22	عشان
24484	باااابى	23	بابي
24484	يودينى	24	يوديني
24484	هناك	25	هناك
24484	اصل	26	اصل
24484	انا	27	انا
24484	عقبال	28	عقبال
24484	عندك	29	عندك
24484	على	30	على
24484	وش	31	وش
24484	نقل	32	نقل
53714	بس	1	بس
53714	إعمل	2	إعمل
53714	حسابك	3	حسابك
53714	في	4	في
53714	غرامه	5	غرامة
53714	ماليه	6	مالية
53714	كبيره	7	كبيرة
53714	قصاد	8	قصاد
53714	تهريبك	9	تهريبك
53714	لمدام	10	لمدام
53714	سلسبيل	11	سلسبيل
53714	أنا	12	أنا
53714	مكنتش	13	ما 
53714	NULL	14	كنتش
53714	موافق	15	موافق
23596	ايوة	1	ايوة
23596	يا	2	يا
23596	ميرال	3	ميرال
23596	نص	4	نص
23596	ساعة	5	ساعة
23596	و	6	NULL
23596	جاي	7	وجاي
23596	الاقيكي	8	الاقيكي
23596	جاهزة	9	جاهزة
23596	علي	10	على
23596	طول	11	طول
23596	مفهوم	12	مفهوم
9324	مش	1	مش
9324	عاوزة	2	عاوزة
9324	تعريفى	3	تعرفي
9324	المفاجأة	4	المفاجأة
29311	متاسفين	1	متاسفين
29311	يا	2	يا
29311	ثابت	3	ثابت
17156	اااه	1	اه
17156	مأنا	2	ما
17156	NULL	3	أنا
17156	محكتلكيش	4	ما
17156	NULL	5	حكيتلكش
17156	بصي	6	بصي
17156	يا	7	يا
17156	ستي	8	ستي
33885	برضوا	1	برضو
33885	دا	2	دا
33885	كلام	3	كلام
33885	ياجدى	4	يا 
33885	NULL	5	جدي
33885	يعنى	6	يعني
33885	انا	7	انا
33885	مش	8	مش
33885	راجل	9	راجل
33885	عشان	10	عشان
33885	اعرف	11	اعرف
33885	باللى	12	باللي
33885	حصل	13	حصل
33885	و	14	NULL
33885	اقف	15	واقف
33885	معاكوا	16	معاكوا
33885	بقى	17	بقى
33885	تسيبونى	18	تسيبوني
33885	زى	19	زي
33885	الاطرش	20	الاطرش
33885	في	21	في
33885	الزفة	22	الزفة
33885	واجى	23	واجي
33885	وانام	24	وانام
33885	ولما	25	ولما
33885	اصحى	26	اصحى
33885	اعرف	27	اعرف
33885	زيي	28	زيي
33885	زي	29	زي
33885	الغريب	30	الغريب
13739	اتصوري	1	اتصوري
13739	كان	2	كان
13739	رئيس	3	رئيس
13739	الحرس	4	الحرس
13739	هيديله	5	هيدي
13739	NULL	6	له
13739	جزا	7	جزا
13739	على	8	على
13739	عملته	9	عملته
13739	دي	10	دي
30005	الله	1	الله
30005	يبارك	2	يبارك
30005	فيك	3	فيك
30005	يا	4	يا
30005	باشمهندس	5	باشمهندس
29503	لا	1	لا
29503	خليني	2	خليني
29503	هنا	3	هنا
29503	لو	4	لو
29503	هموت	5	هاموت
29503	هموت	6	هاموت
29503	هنا	7	هنا
29503	مش	8	مش
29503	عايزة	9	عايزة
29503	مستشفيات	10	مستشفيات
14172	هتندمي	1	هتندمي
14172	يا	2	يا
14172	فرحة	3	فرحة
14172	الحماس	4	الحماس
14172	اللي	5	اللي
14172	عندك	6	عندك
14172	والحب	7	والحب
14172	اللي	8	اللي
14172	في	9	في
14172	عنيكي	10	عنيكي
14172	دا	11	دا
14172	هيروح	12	هيروح
14172	مع	13	مع
14172	الهروب	14	الهروب
14172	والبهدلة	15	والبهدلة
22563	اما	1	اما
22563	نشوف	2	نشوف
15204	انا	1	انا
15204	سعيد	2	سعيد
15204	اوى	3	اوي
15204	NULL	4	يا
15204	ياطنت	5	طنط
15204	نهال	6	نهال
15204	عشان	7	عشان
15204	هبات	8	هابات
15204	عندك	9	عندك
15204	وها	10	NULL
15204	نلعب	11	وهنلعب
15204	انا	12	انا
15204	وانتى	13	وانتي
15204	مع	14	مع
15204	بعض	15	بعض
21640	انا	1	انا
21640	ناني	2	ناني
21640	الاولاد	3	الاولاد
38381	هنتظر	1	هانتظر
38381	ردك	2	ردك
38381	يا	3	يا
38381	باشمهندسة	4	باشمهندسة
38381	يشرفنى	5	يشرفني
38381	العمل	6	العمل
38381	معاك	7	معاكي
14044	انت	1	انت
14044	قولتله	2	قولت
14044	NULL	3	له
14044	ايه	4	ايه
28274	القلق	1	القلق
28274	ده	2	ده
28274	مش	3	مش
28274	كويس	4	كويس
28274	علشانك	5	علشانك
28274	أنا	6	أنا
28274	مقدرة	7	مقدرة
28274	إنك	8	إنك
28274	لسه	9	لسه
28274	مدخلتيش	10	ما
28274	NULL	11	دخلتيش
28274	الحياة	12	الحياة
28274	العملية	13	العملية
28274	وإندمجتي	14	وإندمجتي
28274	فيها	15	فيها
28274	وأخدتي	16	وأخذتي
28274	خبرة	17	خبرة
28274	بس	18	بس
28274	كمان	19	كمان
28274	الكلية	20	الكلية
28274	بتاعتنا	21	بتاعتنا
28274	إحنا	22	إحنا
28274	بنشتغل	23	بنشتغل
28274	فيها	24	فيها
28274	وبنمارس	25	وبنمارس
28274	عملنا	26	عملنا
28274	من	27	من
28274	يوم	28	يوم
28274	ما	29	ما
28274	بندخلها	30	بندخلها
28274	يعني	31	يعني
28274	لازم	32	لازم
28274	يكون	33	يكون
28274	عندك	34	عندك
28274	ثقة	35	ثقة
28274	في	36	في
28274	نفسك	37	نفسك
28274	أكتر	38	أكتر
28274	من	39	من
28274	كده	40	كده
6095	أيه	1	ايه
6095	دا	2	دا
55079	ربنا	1	ربنا
55079	يخليكم	2	يخليكم
55079	لبعض	3	لبعض
31976	هنمشي	1	هنمشي
31976	يا	2	يا
31976	بابا	3	بابا
17684	طب	1	طب
17684	يلا	2	يلا
17684	قومي	3	قومي
17684	خدي	4	خذي
17684	دش	5	دش
54431	انا	1	انا
54431	صحيح	2	صحيح
54431	موافقة	3	موافقة
54431	بس	4	بس
54431	أنا	5	أنا
54431	ليا	6	ليّ
54431	شرط	7	شرط
54431	يا	8	يا
54431	عمدة	9	عمدة
20351	أنا	1	أنا
20351	مقولتش	2	ما 
20351	NULL	3	قولتش
20351	حاجة	4	حاجة
20351	غلط	5	غلط
20351	يا	6	يا
20351	ماما	7	ماما
23214	ذي	1	زي
23214	ما	2	ما
23214	بقول	3	باقول
23214	لحضرتك	4	لحضرتك
23214	كدا	5	كدا
23214	فهد	6	فهد
23214	مش	7	مش
23214	هنا	8	هنا
23214	نزل	9	نزل
23214	الصبح	10	الصبح
23214	بدري	11	بدري
23214	ومعرفش	12	وما 
23214	NULL	13	اعرفش
23214	راح	14	راح
23214	فين	15	فين
21769	بس	1	بس
21769	جوليلى	2	قولي 
21769	NULL	3	لي
5454	بتعملي	1	بتعملي
5454	اي	2	ايه
11947	ايمان	1	ايمان
22067	و	1	NULL
22067	يخليك	2	ويخليك
22067	ليا	3	ليّ
22067	يا	4	يا
22067	حبيبي	5	حبيبي
3473	اهو	1	اهو
3473	خالد	2	خالد
3473	و	3	NULL
3473	صاحبة	4	وصاحبه
3473	بتكبنتك	5	بتكبنتك
18159	زمان	1	زمان
18159	قلت	2	قلت
18159	بنفسك	3	بنفسك
18159	زمان	4	زمان
18159	ومن	5	ومن
18159	سنين	6	سنين
18159	كمان	7	كمان
18159	يعني	8	يعني
18159	حكاية	9	حكاية
18159	عدت	10	عدت
18159	وخلصت	11	وخلصت
18159	أنا	12	أنا
18159	شخصيا	13	شخصيا
18159	نسيتها	14	نسيتها
18159	ومين	15	ومين
18159	هيفتكر	16	هيفتكر
18159	لعب	17	لعب
18159	العيال	18	العيال
18159	ده	19	ده
18159	أصلا	20	أصلا
32828	آمين	1	آمين
32828	الولد	2	الولد
32828	كله	3	كله
32828	شبهك	4	شبهك
32828	يا	5	يا
32828	نبوى	6	نبوي
32828	يظهر	7	يظهر
32828	سلسبيل	8	سلسبيل
32828	بتحبك	9	بتحبك
32828	أكتر	10	أكتر
32828	منى	11	مني
4688	انا	1	انا
4688	عطشانة	2	عطشانة
4688	اوي	3	اوي
4688	بس	4	بس
4688	عوزة	5	عاوزة
4688	حاجة	6	حاجة
4688	مسكرة	7	مسكرة
92	وإنت	1	وإنت
92	يا	2	يا
92	بتي	3	بتي
92	عتنورينا	4	عتنورينا
92	إنهاردة	5	إنهاردة
92	وتباتي	6	وتباتي
92	إهنية	7	إهنه
92	عشان	8	عشان
92	الوجت	9	الوقت
92	إتاخر	10	إتاخر
54267	صباح	1	صباح
54267	الخير	2	الخير
54267	يا	3	يا
54267	مارات	4	مرة
54267	الغالي	5	الغالي
26739	اه	1	اه
30102	السلام	1	السلام
30102	عليكم	2	عليكم
30102	ورحمة	3	ورحمة
30102	الله	4	الله
30102	وبركاته	5	وبركاته
30102	أزيك	6	ازيك
30102	يا	7	يا
30102	أما	8	أما
30102	أخبارك	9	أخبارك
30102	إيه	10	إيه
8888	علمي	1	علمي
8888	علمك	2	علمك
26805	تمام	1	تمام
26805	يا	2	يا
26805	غيث	3	غيث
26805	انا	4	انا
26805	هبلغ	5	هابلغ
26805	بابا	6	بابا
26805	بموافقتي	7	بموافقتي
26805	ودلوقتي	8	ودلوقتي
26805	أقولك	9	أقول
26805	NULL	10	لك
26805	تصبح	11	تصبح
26805	على	12	على
26805	خير	13	خير
917	انت	1	انت
917	اللى	2	اللي
917	تنتبهى	3	تنتبهي
917	للبسك	4	للبسك
917	ده	5	ده
917	كام	6	كام
917	مرة	7	مرة
917	اتخانق	8	اتخانق
917	بسببها	9	بسببها
917	و	10	NULL
917	بسبب	11	وبسبب
917	لبسهاالعيال	12	لبسها
917	NULL	13	العيال
917	بيعكسوها	14	بيعاكسوها
8221	ماتبقيش	1	ما
8221	NULL	2	تبقيش
8221	حماقيه	3	حمقية
8221	عاااااد	4	عاد
7150	حسابكوا	1	حسابكم
7150	من	2	من
7150	الحاج	3	الحاج
7150	حسن	4	حسن
7150	القاضي	5	القاضي
50774	ربنا	1	ربنا
50774	يهديكي	2	يهديكي
50774	يا	3	يا
50774	حبيبتي	4	حبيبتي
46476	حمدالله	1	حمد لله
46476	على	2	على
46476	السلامه	3	السلامة
46476	يا	4	يا
46476	قاسم	5	قاسم
753	جدعه	1	جدعة
753	يابت	2	يا 
753	NULL	3	بت
5871	الحقيني	1	الحقيني
5871	يا	2	يا
5871	دكتورة	3	دكتورة
5871	اللحقيني	4	الحقيني
5871	أسيل	5	أسيل
5871	اتخطفت	6	اتخطفت
11320	واااه	1	واه
11320	الا	2	إلّا
11320	دي	3	دي
11320	احب	4	احب
11320	على	5	على
11320	يدك	6	يدك
11320	يايوسف	7	يا
11320	NULL	8	يوسف
11320	ماتحرمنيش	9	ما
11320	NULL	10	تحرمنيش
11320	من	11	من
11320	شغلي	12	شغلي
11320	ده	13	ده
11320	الحاجه	14	الحاجة
11320	الوحيده	15	الوحيدة
11320	اللي	16	اللي
11320	بحبها	17	بحبها
11320	واني	18	وإني
11320	اتنجلت	19	اتنقلت
11320	اهو	20	أهو
11320	وبعيد	21	وبعيد
11320	عنيه	22	عنيه
11320	ماهيوصليش	23	ما 
11320	NULL	24	هيوصلليش
11320	واني	25	واني
11320	هبقي	26	هبقي
11320	تحت	27	تحت
11320	عنيك	28	عنيك
11320	اهنه	29	اهنه
11320	لو	30	لو
11320	مش	31	مش
11320	مصدقني	32	مصدقني
11320	لو	33	لو
11320	حتى	34	حتى
