line	text
24	تمام. حور رجعت المطبخ بصت لجميله وراحت عند البوتاجاز تجهز الفطار لقيت الانبوبه خلصانه
25	ايهاب، ايهاب
27	ايوه
28	مش عارفه اغير الانبوبه دي تعاله غيرها
30	عايز جلده
31	دقيقه هشوف مرات عمي حطاهم فين، حور طلعت بس استخبت ورا الحيطه. لو في حاجه بينها وبين ايهاب فعلا هيتكلمو، عدا شويه وقت حور مسمعتش حاجه بصت من جنب الحيطه عليهم كان ايهاب لسه بيحاول في الانبوبه وجميله بتبصله بس، حور هزت راسها هي عارفه هتتصرف معاها ازي دخلت
32	جبتي.
33	ايوه اهي، ايهاب غيرها وحتا مرفعش وشه لجميله دي
34	خلصت
36	شكرا
38	عايز الجراء دي واحنا فوق. حور ابتسمت بخجل وبعدت. بصت على جميله إلى واقفه وعنيها بطق شرار
40	لما يبقا سيدك و مراته في مكان مينفعش تكوني فيه، دي المفروض تكون حاجه طبعيه لوحده متربيه، بص وراه لحور
41	هستناكي برا لحد ما تخلصي الفطار.
44	عبدالرحمن عايزه انزل اعمل الفطار مرات عمي تقول عليا اي
46	واحده جوزها تعبان وقعاده معاه
47	ما انت زي القرد اهو
49	في واحده تقول على جوزها زي القرد، قسم بالله انا غلطان اني دلعتك
51	ربنا يخليك ليا، يمكن انت العوض عن امي وابويا. عن كل لايام المره إلى عشتها
52	طاب اي مفيش بوسه كدا ولا كدا بعد الكلام الحلو دا
53	رجلك تخف بس وهيبقا في بوس واحضان ودلع
54	ياااااا لهوي اموت انا في كدا.
55	البيه طلع بيكدب عليا وبيقولي مراتي وهو لسه هيتجوزها بعد بكره
56	هاي هي إلى قارشه ملحتك هيك
57	هي فيها حاجه ناقصه دي
58	اكتير ثمينه
59	لا يختي بيقول عليها ملبن، بس بصراحه البت جاااامده دي عليها جوز عيون زرقه
61	عاجبك
62	اوي اوي
63	تمام اتركيه عليا هادي.
66	يا حاجه اخلصي هنتاخر. ادهم نفخ بضيق، دا منظر واحد فرحه بعد بكره
67	تستاهل
68	تسلمي يا ست الكل
70	معلش اتاخرت عليك كنت بظبط الخمار
72	اقسم بالله تتاكل اكل
73	انا مش هثق فيك ابعت البت معاك لوحدكم
74	لا لا يا ست الكل والله ما هعمل حاجه هتقيس الفستان ونيجي علطول
75	اما نشوف
1	تمام انا شفت الارض وعجبتني، بس انا ناويه ابيع هتشترو انتو ولا اشوف حد تاني
3	برا
4	نعم
5	بقولك برا
6	انت ازي تقول كدا انا هرفع عليكم قضيه ب الورق إلى معايا
7	الورق إلى معاكي تبليه وتشربي ميته
8	الورق إلى معايا سليم وعليه امضت جدك
9	كل الارض والاملاك باسمي من الاساسا.
10	ازي، سكت شويه وبعدين كملت بكل ثقه، بعيد عن الورق دا بس انا معايا فيديو يوديكم في داهيه
11	قصدك دا
12	ازي، د. دا، انا مش هسكت و هوديكم كلكم في ستين داهيه
13	دا انا إلى هوديكي في ستين داهيه ب الفديوهات إلى معايا
14	فيديوهات اي
15	انتي عارفه فيديوهات اي كويس ف تاخدي بنتك ويلا من هنا. وعلشان انا ابن ناس مش هبهدل مرات عمي في المحاكم
17	ولو مكنتش عايزه تطلع هي و بنتها انا هعرف ازي اطلعهم
19	اه اه يا حيوانه شعري
20	ابعدي عن بنتي يا متخلفه
22	خدي بنتك وهوينا من هنا
25	من لما دخلت إلى اسمها جميله البيت وفي حاجه غلط كل شويه جدو يتعب بتحاول تعمل مشاكل بيني وبين مراتي وفي يوم جات وقالتلي ان جدي اتعدا عليها كنت عارف ان كل حاجه غلط بس قولت لما اشوف اخرهم ولما جات نجوي بكل بساطه كنت هثبت ان الورق إلى معاها مش حقيقي بس كنت عارف ان معاها فيديو. كان لازم الفيديو يبقا معايا الاول
26	طاب افرض فكرت تعمل حاجه
27	متخفش انا معايا حاجات توديها ورا الشمس.
29	ادهم
30	نعم يا روح ادهم
31	هو انت كدا اتصلحت مع باباك
32	ليه انا كنت مخاصمه
33	يعنى هتكلمه عادي بعد كدا
35	اول حاجه يا حبيبتي انا مش مخاصم بابا انا مش عارف اكسر الحاجز إلى بيني وبينه، لو اتكسر مع الايام هيبقا خير متكسرش خلاص علاقتنا هتبقا كدا علطول
36	اممم طاب انا جعانه.
37	جعانه اي الساعه 12 ولسه متعشيين
39	طاب اعمل اي حاسه اني جعانه وكمان البيبي، وبعدين مش انت إلى عايز عيال
40	ماما زمانها نامت طيب
41	اممم ما انت إلى هتعملي اكل
42	نعم انا اخري اسخن اكل بس
43	بالله عليك
45	ماشي خليكي هنا دقيقه، بعد شويه ادهم رجع بضيق
46	بقولك اي البسي وننزل ناكل في مطعم
47	دقيقه.
49	حبيبي إلى خلصنا من الاشرار
51	فرحانه اوي على كدا
52	متتصورش قد اي، شفت جبتها من شعرها ازي
54	امال طبعا
55	بس انا زعلانه منك مقلتليش ليه على كل حاجه.
56	امممم من النهارده هقولك على كل حاجه. بس مفيش حاجه تطلع برا الاوضه دي، ماشي
58	ماشي يا ست هقولك على حاجه كدا هاخد رايك وافضفض معاكي، ايهاب طلع الفون ورراها صوره
59	اخوي و مراته
60	اخوك، امال عبدالرحمن و. و
62	يلهوي عمي عمل كدا. ط. طب خالتي نسمه لما تعرف هيجرالها اي
63	ما علشان كدا باخد رايك. الصراحه إلى يعتمد على بابا يبقا مش هيقول.
65	بلاش، عمي وابنه وهما يكسرو الحاجز دا لوحدهم لو انت اتدخلت هتحل المشكله بس عمره ما يتكسر...
67	طاب تعالي يا فيلسوفه
69	اقسم بالله محد هيموتني بسكته قلبيه غير انتي
71	بعد الشر عليك يا حبيبي
74	ا. ايهاب التليفون بيرن شوف مين
75	مش وقته
76	ايهاب رد هو انا هطير
78	احم اخبارك ايه
79	الحمدالله. بس اي إلى محصيك لحد دلوقتي
80	وحم المدام
81	اي دا هي حامل، كمل بوقاحه، لا اسد ياض.
82	عبالك.
83	الف مبروك وربنا يجبهولك بسلامه وابقا عم.
84	يعدو التسعه شهور دول على خير بس علشان انا فرهدت من اول يوم، دي منزلانا ناكل الساعه 12، آيه زمجرت لادهم بغضب وهي قاعده في حضنه
85	انشف ياض كدا
86	بقولك عملت اي في المشكله إلى عندك
87	عرفت منين
88	احم باباك قالي، ايهاب ابتسم لان علاقة ابوه مع ادهم بقيت احسن
89	اه اتحلت والحمدالله
90	طاب اي يسطا انت مش قلتلي هتيجي انت وعبدالرحمن.
91	حاضر يومين بس اخلص كام حاجه واجبلك عبدالرحمن ونيجي، انت بقا إلى مش ناوي تيجي هنا ولا اي
92	عمري رجلي متعتب الصعيد يا ايهاب
93	كل شئ بحكمت ربنا يا ادهم، مين عالم يمكن، بكره تبقا جاي تجري على هنا
94	ان شاءالله خير، طاب سلام شكلي عطلتك عن المدام
96	لا هي نامت اصلا
97	سلام.
98	خد بالك من نفسك، وقفل حط الفون جنبه وعدل حور وخدها في حضنه ونام.
100	صباح الجمال، كل دة نوم
101	والله محستش بس انت ازي تمشي من غير ما تصحيني
102	لقيتك نايمه. انا نزلت بدري عشان عندي شغل مهم في الارض
103	فطرت
104	اممم لا بس هاكل اي حاجه هنا
105	لا انا هعملك الفطار واجبهولك
106	متتعبيش نفسك هاكل اي حاجه من هنا.
107	سلام بقا علشان اعملك الفطار
108	تمام ماشي خلي السواق يجيبك بالعربيه
109	حاضر، حور نزلت المطبخ مكنش في حد صحي عملت فطار وركبت مع السواق، حور نزلت بسعاده من جو الزرعه في الصبح دا شكله تحفه
111	صباح القمر عليك يا قمر
112	عملتك انت ورجاله إلى شغالين معاك، ايهاب وقف يتكلم مع حور، وغافل عن المسداس إلى مصوب عليها، بس فجاء طلعت منه رصاصه متوجه على ايهاب وووو.
2	غيرتي رايك ولا ايه
3	ايهاب
8	ياااالهوي عبدالرحمن
10	انت كويس...
11	رجلي.
13	تعاله نروح عند الدكتور نطمن عليها
14	هاجي معاكم
15	متخفبش انا كويس هطمن عليها بس
20	جسمك متلج
21	ب. بردانا اوي يا ادهم
25	آيه اشربي البرشام دا
29	ولله انا كويس وبكره اقلع الجبس وبقا زي الفل
31	تعالي يا شمس تعالي
33	بتخافي عليا يا شمس
35	امال مش هخاف على جوزي
37	ربنا ميحرمني منك يا روحي، فضلو شويه على الوضع دا لحد ما نامو.
41	اي البوز دا
43	انا كنت مفكرها انتي على فكره
45	ولله حضرتك شديتها بقيت تحتيك كل دا حصل ومفكرها انا.
46	كنت مغمض عنيا. ومفيش حد بيدخل اوضتنا ايش عرفني ان هي بجحه وبتدخل من غير اذن كدا
47	تقلها متدخلش اوضتنا تاني وانت مش عايز حاجه منها ولما تعوز هتطلب من مراتك، ايهاب قام وباسها على خدها
48	حاضر
49	ط. طيب
51	هحكيلك بقا يا ستي على حياتي زي ما طلبتي من يومين.
55	بقولك لسه مكلمني من شويه وقلي انه مطر يبعد عني الفتره دي علشان مراته شاكه فيا.
56	لا لا هو بيحبني، هو اتغصب يتجوز البت دي مش اكتر.
57	ان شاءلله ادعيلي يا حبيبتي ادعيلي كتير. ربنا يبعد اي حد عايز يفرق بينا. سلام
61	صباح الخير
62	قوم اشرب كوباية اللبن دي. و متقليش اللبن دا للعيال شفت حصلك اي
63	وقعت يا حبيبتي وطبيعي اي حد بيقع بيتكسر
64	قوم اشرب اللبن يا عبدالرحمن.
65	حاضر يا قلب عبدالرحمن قايم اهو.
68	صباح الخير
70	صباح النور
71	كدا قلقتيني عليكي امبارح
72	ما انت منيمني في حضنك. و. هتتنقلك العدوه
74	مش مهم انا هقدر استحمل المهم انتي كويسه
1	عن. ادهم
3	في اي
5	م. مفيش كنت هقع و ادهم مسكني
7	كل دا سيباكي و مخلصتيش الشقه تنضيف
8	اهو خلصت يا خالتي. كملت وهي بتبص لادهم
9	مش هتنزل تصلي الجمعه
11	هستحما ونازل...
15	نازله كدا
16	لا حماتي قلتلي اجهز علشان هنروح معاها خطوبة ابن ام محمد وهلبس عبايه تاني فوق دي
18	مفيش خروج.
19	بس شمس راحه
21	إلى تشوفه.
22	اسمعي هتدخلي بيت الخولي عينك على حجتين بس عبدالرحمن عباس و ايهاب عباس فاهمه
23	متخفيش يا ماما هجبهملك الارض
25	هو دا إلى مستنيها منك يا بنت بطني مش زي التانيه
27	بس إلى اسمه ايهاب دا حلو اوي يا ماما
28	هههههه حلال عليكي، يلا علشان السواق جاي يخدك دلوقتي.
32	ليلة فرحنا كان مفرود بقا كدا ازي
34	ا. امي فردتهولي
36	عجبني اكتر وهو كدا متفردهوش تاني
38	ايهاب ونبي من غير عض
40	لسه معلمه حتا
42	م. ما هو في حد بيعض كدا. انت بتكلني
44	وانتي الصراحه تتاكلي اكل
46	يلا ننام.
48	مش كفايه بحلقه للبت بقا
49	احم لا انا مببصش لحد.
50	عليا برضو امال مين إلى هياكلها بنظراته. طبطت على كتفه. هي حلوة الصراحه واي شاب في مكانك مكنش هيقدر يمسك نفسه كتير وخصوصا وهي حلالك
51	اي يا ماما التفهات دي انا مش فاضي للكلام دا آيه لو اخر واحده في الدنيا مش هبصلها
52	طاب ومالها الصراحه هي زوقها حلو وعرفة تختار واحتمال تتجوز قريب كمان
54	قصدك اي بالكلام دا
55	آيه تعرف شاب اسم الله عليه قمر وكمان بيحبها.
58	ف. في اي
60	مين ابنالكل. دا
61	ق. قصدك ع. على مين
63	انتي بتاعتي كلك ملكي محدش ليه الحق يبصلك ولا يلمسك غيري انا. فاااااهمه
64	فاهمه فاهمه
66	جدعه. ويلا نامي علشان بكره دخلتي عليكي.
1	اتجوزها اتجوزها، سابني انا إلى كل الناس بتتمنا نظره مني علشانها
2	لك اهدي قلتلك رح يكون معك مو مشكله اذا كنتي زوجه تانيه صح
3	مش مشكله اهم حاجه اكون مراته
4	تعي معي، خدتها وركبو العربيه نزلو قدام معرض ودخلت
5	لو سمحتي بدي احجز صفقة عربيات من معرضكم
6	اسفه يا فندم بس ادهم بيه في اجازه
7	اي وشو المشكله انت موجوده بتبعيلي الصفقه. ولا رح توقفه السفقه مشان المدير في اجازه.
8	طاب دقيقه يا فندم
9	طاب اتفضلي يا فندم معايا اتفرجي على نوع العربيات الموجود.
11	ادهم بجد انا خايفه منك
12	يا بنت الناس اهدي
13	لا وخليك كدا
15	خلاص تمام يا آيه
17	انت زعلت؟ ادهم عدل وشه الناحيه التانيه
19	متزعلش مني. ولله خالتي إلى قلتلي اعمل كدا و. و مخلكش ت. تقرب مني
21	طاب في ست حلوه زيك برضو تسمع كلام حماتها و متسمعش كلام جوزها دا ربنا قال لو أمرة المراء ان تسجد لغيري ل ان زوجها
22	اسفه
24	خلاص محصلش حاجه
26	براحه مش قادره اتنفس
28	هو انا عملت حاجه علشان براحه.
31	اخبارك ايه يا ماما
32	بخير يا ولادي، اي إلى إلى في يدك دا
34	تليفون لي شمس اي رايك
35	يا مري يا ولدي معندناش حريم تمسك تليفون
36	خلاص يا ست الكل هتمسك اهي ان شاءالله
37	انت حر يا ولدي بس جدك هيتخانق.
38	قوليلي بس يا ست الكل هو انتي كنتي بتحيبي بابا قبل ما تتجوزي
39	عايزه الحق. انا كنت بموت في التراب إلى بيمشي عليه ابوك بس هو معرفش. يعني كان معروف ان لازم الوحده تتجوز ابن عمها فمن صغيري كبرت على اني لابوك اصلا ابوك دا وهو صغير كان فلقت قمر
40	يا سيدي يا سيدي
41	قوم يا بكاش من هنا شوف مراتك
43	تصبحي على خير
44	وانت من اهله يا ابني.
46	بتعملي اي
47	جيت احطلك العشاء
48	لا انا مش جعان
50	اي دا
52	اممم دا ليكي افتحيه
54	الله دا تليفون
56	دا ليا يا عبدالرحمن
57	ايوه يا روح عبدالرحمن
59	بحبك اوي
61	بحبك عشان التليفون.
63	لا و بحبك علشان عبدالرحمن
65	تعاله علمني بيشتغل ازي.
68	اممم سبوني انام
69	قومي كل دا نوم
71	بس يا سافل
73	الصراحه حقك دي كانت مدعقه
74	اقسم بالله انت سافل وانا قايمه، آيه قامت بغضب بس قبل متقوم لقيت ادهم بيمسك اللحاف.
75	ادهم سيب
76	لا
77	ادهم
78	خلاص خلاص متعيطيش
81	ايوه يا تيا.
82	اسمها اي.
83	اممم واي إلى يخلي واحده من لبنان تعمل عقد معانا.
84	ماشي يا تيا العقد دا وخلاص. شوفي الصفقات القديمه وبلاش تعملي جديد لحد ما اجي.
85	تمام سلام دلوقتي، ادهم قفل ولسه هيقوم يغلس على آيه الباب خبط ادهم نفخ بضيق
86	انا قلت مش عايز اشوف حد لمده اسبوع. فتح الباب وكان ايهاب و عباس و نوسه
88	صباحيه مباركه يا عريس
90	الله يبارك فيكي. تعالو ادخلو
91	صباحيه مباركه يا ادهم
93	الله يبارك فيك.
94	معلش هنعطلك وانت عريس بس لازم اديك النقطه بتاعتك علشان راجع الصعيد
95	لسه بدري خليك قاعد يومين تاني
96	لا معلش مش هقدر اطول اكتر من كدا وصراحه انا مراتي وحشتني اوي
98	هشوفك تاني
99	اكيد. ايهاب طلع مفتاح
100	دا مفتاح شقه في الشيخ زايد كتبتها بأسمك. كنت هجبلك عربيه بس للاسف ضاعة عليا
101	بس انا...
102	خلاص بلاش نقاش هاترفض هدية اخوك.
104	هجيلك بعد اسبوع وهجيب عبدالرحمن معايا
105	هستناك، ادهم و ايهاب فضلو يتكلمو شويه ونوسه إلى كانت قاعده مع آيه في المطبخ وبعدين ودعتهم ومشيو
107	آيه اعمليلي فنجان قهوه
109	استنا خمس دقايق هعمل العشاء ناكل وبعدين اشرب قهوه بتاعتك.
112	مالك
114	مشكله في الشغل
115	مشكله اي
116	واحده لبنانيه اشترت كميه عربيات غربيه غير إلى طلبتو تتصنع ليها مخصوص
117	طاب دي حاجه حلوه
118	مش مطمن ليها
119	ان شاءالله خير متخفش
122	ياااالهوي الاكل
2	فين هيا، نوسه كانت واقفه و ايه وراها وشها محمر من كتر العياط
3	انا إلى قلتلها تنزل
4	ليه هو انا موت ولا ملقكمش راجل
5	لا يا حبيبي انت راجل وسيد الرجاله بس انا لقيتك نايم وامبارح سهرت كتير قلت خليه نايم شويه
6	إلى حصل ميتكرارش تاني. بص لايه وكمل، ومفيش نزول تاني من هنا غير باذني سامعه
8	يلا على اوضتك.
10	ليه كدا هي ملهاش زنب.
11	بس انا محول الفلوس دي من زمان
13	امال اي دا
14	جدي انت بتقول المبلغ اتاخد النهارده ابوي بقاله من امبارح الصبح مطلعش من البيت
15	الفلوس مش مشكله انا هتصرف وهعرف مين إلى خدهم، بس مين نوسه دي
16	د. دي.
18	احم زي ما تريد الوصل غلط ممكن يكون الاسم برضو غلط
20	تمام نشوف الموضوع ده بعدين كلو دلوقتي.
23	مش بتاكلي ليه
24	م. مبحبش الجبان والحاجات دي
25	امال كنتي بتفطري بأيه في بيتكم
26	لا. ان
27	انجزي كلهم بيبصولنا
28	مرابه
29	تمام. كمل بصوت عالي. فتحيه فتحيه
30	نعم يا بيه
31	هتيلي مرابه بلفراوله وكوبايه لبن
34	هتكليه واشربي اللبن.
36	اي يا جماعه مش هتاكلو ولا اي
37	لا لما تعتذر ل ايه
38	اعتذر
39	اه وتحب على راسها.
40	كمان، اممم تمام قرب من آيه وطلع اديه إلى كانت في جيوبه وهو بيحك طرف منخيرة بصباعه، رفع وش آيه إلى كانت منزله لتحت وقرب منها، ايه فكرته هيبوس راسها بس اتفجائت لما باسها من شفيفها، ادهم بعد بهدوء
41	لسه زعلانه ولا ابوس تاني، كمل وهو بيميل عليها. شكلك لسه زعلانه
42	لا لا والله مش زعلانه
43	طاب يلا علشان انا جعان
44	ما شفش بربع جنيه تربيه.
46	قليلي بقا يا ستي اي رايك في ايهاب
47	اممم يعنى احيانا شرير وقاسي بحسه حنين تحسيه بيعمل كل حاجه علشان الدنيا من حوليه تبطل زن وبرضو مش مبطله و مضغوط.
48	ايهاب فعلا مبيحبش الزن جدي قله اتجوز حور. حاضر. ادخل عليها، حاضر، سافر لشغل كذا، حاضر اعمل دي. حاضر. هو مش بيسمع كلام جدي علشان ضعيف لا علشان يتجنب الصداع ومحاضرات جدي في الخلاف لاكن هو من جواه رايق جدا، حتط ايدها على ايد حور تدعمها، حاولي مع ايهاب يا حور متسبوهوش
50	طاب بقولك اي شكله جه نتكلم وقت تاني
51	ماشي
55	ايهاب
57	نعم
58	انت كويس
60	دا تاثير شمس عليكي
62	احم لا يعنى بما ان احنا اتجوزنا وخلاص حصل إلى حصل ليه منحولش نخلي علاقتنا حلوه
64	اممم. ماشي وبعدين.
65	ي، يعني تحكيلي مالك يمكن اقدر اساعدك وو
67	عايزك يا حور ووو.
3	جدي انت شربت اي برشام من الصبح
4	مفيش غير برشامة الضغط
5	تمام مين إلى ادهالك
6	حور
8	فعلا انا إلى اديته برشام الضغط والعلبه اهي جنبك
10	تمام ارتاح انت يا جدي
12	ابويا اتصل على عبدالرحمن خليه يرجع.
13	اي إلى حصل لجدك يا ايهاب
14	الضغط على عليه بس
15	ازي و حور عطياه العلاج امبارح و مكلش اي حاجه تعالي الضغط
17	المهم انه بخير، ايهاب طلع وحور طلعت وراه. بس قبل ميدخل جناحه
18	ايهاب بيه
21	انا هعتبر ان محصلش حاجه مهما كان دا قد جدي وليه احترامه وزي ما قلت يمكن الدوا اتبدل.
22	نشوف الحوار دا بعدين اتفضلي على المطبخ اعملي الغدا
24	ايهاب ا.
25	اطفي النور انا تعبان وعايز انام دلوقتي
28	هاا بقا هزعل منك ليه
30	انا والله مش هقدر على الكليه و والحمل وانت وصلا الكليه صعبه وكل يوم محاضرات
32	سيبي كل حاجه في وقتها، بس انا مش هأجل الخلفه برضو
34	هي خالتي هترجع تقعد معانا امتا
35	النهارده بليل ان شاءالله هتيجي
36	ماشي
38	انا سمحتلك تقومي.
41	امال اي ولا علشان ادلعنا شويه هناخد قرارت لنفسنا، ادهم قالها كدا ودفن وشه في رقبتها آيه غمضت عنيها بستسلام آيه صرخت لما ادهم عضها
42	لما اسالك تجاوبي
43	لا
46	صباح الخير بعد العشاء
48	معلش يا امي نمت ومحستش
49	مش مشكله يا حبيبي. بصت لحور وكملت. هاتي لجوزك يتعشاء يا حور
51	لا مش جعان خليكي، ايهاب ركز على شاشه التلفزيون، عبدالرحمن قاعد واخد شمس في حضنه والجد في اوضته حور قاعده في كرسي منفصل شويه.
54	كدا يا هانم مش تحاسبي
55	انا.
56	ايوه ما انتي حاطه رجلك في الطريق
57	بس انا رجليا كانت على الكرسي.
58	يمكن كنتي منزله و موخداش بالك يا بنتي بس حصل خير
59	لا يا عمي مكنتش منزلها والله
60	خلاص يا جميله محصلش حاجه وانتي يا حور
61	لا مش خلاص والبت دي كدابه
62	قولت خلاص يبقا خلاص
63	انت مصدقها و مكدبني انا
65	اي إلى انت عملته دا.
66	انت مش شيفها واقفه تبجح قدام تلات رجاله ومش هممها حد
67	بس هي معاها حق على فكره وكانت رافعه رجليها على الكرسي، عبدالرحمن سابه ومشي وشمس طلعت معاه.
69	ماما جات قومي افتحيلها
71	وحشتيني يا خالتي
72	وحشتك برضو ولا ادهم نساكي خالتك والعالم كلها
75	ابنك جامد برضو ويعملها
77	وحشتيني
78	وانت اكتر والله يا حبيبي، كملت وهي بتبص لايه.
79	اتعشيتو
80	لا كنا مستنينك نتعشاء سواء
1	بقولك يا حسام انا مش طايق نفسي دلوقتي اقفل ونكلم بعدين، عبدالرحمن قاعد بيتكلم في التلفون بضيق و شمس قاعده في الكنبه ومنزله راسه بخو ف. الباب خبط
2	مين
3	انا يا بيه الوكل
5	اي مالك كلي.
6	ه. هو انت، مضايق مني. ا. انا والله. م. م. كنتش اعرف انك هتضايق مني لما اقف جنبك وانت بتاكل، بس جدي كان هيتخانق معايا
8	لا مش زعلان منك يا شمس، كلي يلا
11	مكنتش اعرف انك بقيتي بالحلاوه دي يا شمس. شمس اتوترت و هو قرب منها وايده لسه على خدها ميل بسها، وشمس شرقت و فضلت تكح
12	كل دا من بوسه دا جدي مستنينا نعمل اكتر من كدا تحت
14	الظاهر ان ايهاب جه...
16	هنزل اسام عليه خليكي هنا ما تنزليش
21	وحشتني قوي يا ايهاب
22	وانا لو وحشتك تقعد في الغربه 15سنه
23	ما انت عارف يا ايهاب
25	عارف، هااا قلي بقا اي رايك في شمس لما كبرت
27	احم، عادي يعنى
28	عليا برضو
29	الصراحه مكنتش اعرف انها هتحلو كدا
30	سلام عليكم
32	وعليكم السلام
33	شمس فين
34	فوق
35	بعد اذنكم هطلعلها
38	مين دي
39	حور بنت عمك عبده البواب
40	يا بوي اي القمر دا
42	اي ياعم هي تخصك في حاجه
44	تخصني ولا متخصنيش الحرمه لما تدخل عينك متترفعش عليها ولا بلاد برا نستك اصولك...
46	بقولك جه كلم ابوي. و ابوي وافق. وناوي يكلم ايهاب النهارده. انا خايفه اوي
47	يا حبيبتي طاب هو ايهاب وحش
49	انا بخاف منه. د. دا علطول شايل سلاح. ل. لو خت منه كف. اموت فيه علطول، انتي مشفتيش جسمه وهو بيقطع سجر في الجنينه، انا بنسبه ليه عصفوره.
50	هو إيهاب كدا كل إلى يشوفه بيخاف منه بس لو عشتي معاه يمكن تعامله تتغير
51	لا ياشمس متحوليش تهوني عليا
54	عتفكر في ايه يا ولد ولادي
56	كيفك يا جدي
57	بخير يا ولادي. خلصت المشوار إلى بعتك ليه
58	ايوه يا جدي كله تمام
59	طاب تعاله نقعد علشان عايزك في موضوع كدا
60	اتفضل يا جدي
61	حور بنت عمك عبده
62	مالها؟!
63	دخلتك عليها بكره، .
2	قومي انا كويس محصلش حاجه
4	ما خلاص قلتلك مفيش حاجه
6	في اي مالك
8	ا. انت كنت بتر. جع دم ي. يمكن عندك مرض وحش
10	انا كويس متخفيش يلا ننام
15	امال فين ماما
16	نزلت السوق تجيب طلبات
17	اعمليلي افطر
19	مالك واقفه كدا
20	مش هتنزل الشغل.
23	لا، لازمتها ايه الورقه إلى معانا طلامه مش عارفين ناخد راحتنا
27	صباح الخير، والجمال، و ودلال. وكل حاجه حلوه، ومع كل كلمه بيبوسها
29	صباح النور
30	حرام عليكي بقا بعد دا كله صباح النور كدا
32	اهوو يلا بقا علشان عايزه انزل اعمل الفطار.
33	نعم تنزلي فين لسه بدري وبعدين انا مصحيكي علشان نقعد شويه مع بعض مش بتلم عليكي النهار كله
34	لسه بدري اي دا انا اول مره في حياتي اقعد فوق للوقت دا ويلا علشان مرات عمي
35	ليه كنتي بتصحي الساعه كام
36	امم احيانا 3الفجر ولو كنت تعبانه وزودت نوم 5
37	ليه بتبيعي لبن
39	لا انا إلى بحلب اللبن. شهقة لما عبدالرحمن سحبها عليه مره تاني ودفن راسه في رقبتها.
40	طاب مفيش نزول وعايز دكر يجي يخبط على الباب
44	صباح الخير
45	صباح النور
47	احسن دلوقتي
49	إلى حصل امبارح محدش يعرف بيه فاهمه.
2	كلي و غيري هدومك علشان اهلك جاين
5	مكلتيش ليه
6	مش جعانه
8	قلت كلي الاول وبعدين غيري، وبعد كدا كلامي يتسمع من اول مرا فااااهمه...
10	ف، اهمه، حور قعدت تاكل بتوتر و ذاد اكتر لما ايهاب سحب كرسي وقعد قصادها ياكل هو كمان، حور كلت شويه صغيرين ولسه هتقوم ايهاب من غير ميرفع عيونه
11	في كوبايه لبن متشربتش ليه
12	م، م. بحبوش، بيقلبلي بطني
14	اشربي. حور شربته وهي حطه ايدها على بطنها بوجع، شربتها وجريت على الحمام.
15	وانت لامتا هتفضل مخبي على ابوك موضوع جوازنا بقالي 25سنه اقول معلش بكره يبطل خوف من ابوه ويقول...
17	يوووووها يا نوسه ما اهو اديكي عايشه وبعملك كل إلى انتي عايزه لزمته اي اقول لبوي
18	وانت عايز عيال نسمه يكوشو على كل حاجه وانا ابني يضيع وسطهم.
19	انا ماشي وسيبهالك يا نوسه، عباس طلع من الاوضه شاف ابنه إلى قاعد على الانتريه ولابتوب على رجلية وسجاره في ايده
21	ادهم يا ابني انت عارف ان كل إلى قالته امك مش هيحصل انت متسجل باسمي ولو حصلي حاجه تقدر تروح تتطالب بحقك زيك زي اخواتك سمعني يا ادهم
22	خد الباب في ايدك وانت طالع.
24	خالتي انا نازله
26	تعملي اي
27	ه، هشتري حاجه
29	عندك في الاوضه جوه الدولاب
32	مقعدش مع مرتك يعنى
33	اهلها عندها فوق
35	ابوك طول اوي في مشوار القاهره دا بقاله تلات تيام هناك
36	اكيد في عطل في حاجه هو جاي النهارده
37	البيه التاني إلى مش لاقي حد يلمه ولسه مجاش من برا لحد دلوقتي. شفلك حل معاه
38	حاضر يا جدي هتكلم معاه.
40	اما اما اعمليلي قهوه
42	روحي شوفي جوزك يا حبيبتي وعمليه لبن علشان صحته بدل القرف إلى بيشربه وانا هعمل الشاي لاهل حور
48	صاحي على فكره
50	ا. انا فكرتك نمت. و مش هترتاح لو نمت كدا
52	شمس انا جوزك حتا لو مش علشان انام مرتاح انا كلي ملكك فاهمه
54	حلوين اوي يا شمس.
1	عبدالرحمن
2	اممم
3	اشرب اللبن الاول علشان هيبرد
5	وقته يعني
6	ايوه ونام شويه انت منمتش من امبارح
8	لا انا متعود اطبق بس هو فنجان قهوه وبرجع زي الفل، وبعدين انتي شيفاني عيل جيبالي لبن
9	ومين قال ان اللبن دا للعيال. دا كله فايده وصحه ليك. اتعلم من ايهاب
11	قصدك اي اتعلم من ايهاب انتي مش عاجبك الفرمه دي
12	لا عجباني
15	يووووها ومحتاجه اصور ورق و ملازم، اكيد نايم وهيقعد يقلي لبسك ومش لبسك، آيه حسمت امرها ودخلت اوضة ادهم إلى نايم على السرير عاري الصدر آيه قربت بتوتر وهي بتهز في كتفه
16	ادهم، ادهم. ادهم فتح عنيه بنوم
17	عايزه فلوس
19	افتحي الدرج خدي إلى انتي عايزه
21	عندك كام محاضره النهارده.
22	اتنين
23	تخلصي وتجيني على المعرض(ادهم عنده معرض عربيات)، آيه هزت راسها وطلعت.
24	خدي بالك من جوزك وحماتك يا حبيبتي
